ID,풍속 (m/s)
TEST_04818,6.3
TEST_04819,0.82
TEST_04820,0.46
TEST_04821,2.8
TEST_04822,4.9
TEST_04823,0.63
TEST_04824,0.54
TEST_04825,3.22
TEST_04826,1.8
TEST_04827,3.11
TEST_04828,7.17
TEST_04829,0.29
TEST_04830,1.51
TEST_04831,2.99
TEST_04832,0.7
TEST_04833,1.91
TEST_04834,4.09
TEST_04835,10.99
TEST_04836,2.67
TEST_04837,1.39
TEST_04838,1.37
TEST_04839,0.27
TEST_04840,0.43
TEST_04841,2.19
TEST_04842,2.23
TEST_04843,0.82
TEST_04844,2.6
TEST_04845,3.57
TEST_04846,0.66
TEST_04847,1.0
TEST_04848,0.49
TEST_04849,5.04
TEST_04850,0.2
TEST_04851,2.85
TEST_04852,1.43
TEST_04853,2.45
TEST_04854,1.73
TEST_04855,2.1
TEST_04856,2.73
TEST_04857,3.57
TEST_04858,0.47
TEST_04859,2.55
TEST_04860,0.6
TEST_04861,0.95
TEST_04862,6.07
TEST_04863,1.46
TEST_04864,1.65
TEST_04865,0.5
TEST_04866,2.4
TEST_04867,2.52
TEST_04868,1.17
TEST_04869,2.54
TEST_04870,1.73
TEST_04871,1.06
TEST_04872,6.5
TEST_04873,2.48
TEST_04874,1.46
TEST_04875,0.62
TEST_04876,0.64
TEST_04877,0.96
TEST_04878,1.83
TEST_04879,2.65
TEST_04880,0.32
TEST_04881,0.84
TEST_04882,0.33
TEST_04883,0.86
TEST_04884,1.97
TEST_04885,0.91
TEST_04886,0.33
TEST_04887,1.24
TEST_04888,1.29
TEST_04889,0.46
TEST_04890,0.99
TEST_04891,3.54
TEST_04892,1.81
TEST_04893,1.02
TEST_04894,0.75
TEST_04895,2.92
TEST_04896,3.37
TEST_04897,2.17
TEST_04898,1.39
TEST_04899,2.27
TEST_04900,2.31
TEST_04901,1.51
TEST_04902,0.86
TEST_04903,3.32
TEST_04904,6.0
TEST_04905,2.75
TEST_04906,2.76
TEST_04907,2.5
TEST_04908,0.61
TEST_04909,0.86
TEST_04910,0.46
TEST_04911,0.71
TEST_04912,1.61
TEST_04913,0.7
TEST_04914,4.18
TEST_04915,1.9
TEST_04916,1.15
TEST_04917,2.78
TEST_04918,1.29
TEST_04919,1.89
TEST_04920,3.61
TEST_04921,1.95
TEST_04922,1.44
TEST_04923,2.64
TEST_04924,1.33
TEST_04925,1.61
TEST_04926,0.93
TEST_04927,2.69
TEST_04928,1.13
TEST_04929,2.03
TEST_04930,4.32
TEST_04931,1.2
TEST_04932,0.89
TEST_04933,2.01
TEST_04934,2.35
TEST_04935,0.41
TEST_04936,0.3
TEST_04937,0.44
TEST_04938,2.42
TEST_04939,2.96
TEST_04940,0.63
TEST_04941,1.25
TEST_04942,7.37
TEST_04943,0.81
TEST_04944,0.56
TEST_04945,3.11
TEST_04946,2.38
TEST_04947,4.13
TEST_04948,2.1
TEST_04949,0.94
TEST_04950,2.92
TEST_04951,2.69
TEST_04952,0.34
TEST_04953,1.24
TEST_04954,1.85
TEST_04955,1.31
TEST_04956,3.49
TEST_04957,2.54
TEST_04958,2.31
TEST_04959,0.83
TEST_04960,0.52
TEST_04961,0.54
TEST_04962,0.61
TEST_04963,1.59
TEST_04964,1.92
TEST_04965,1.08
TEST_04966,1.02
TEST_04967,0.57
TEST_04968,3.15
TEST_04969,2.14
TEST_04970,1.95
TEST_04971,0.9
TEST_04972,6.88
TEST_04973,0.89
TEST_04974,3.97
TEST_04975,0.33
TEST_04976,2.71
TEST_04977,1.21
TEST_04978,4.61
TEST_04979,0.3
TEST_04980,2.77
TEST_04981,1.49
TEST_04982,1.67
TEST_04983,3.92
TEST_04984,0.24
TEST_04985,2.83
TEST_04986,0.57
TEST_04987,1.9
TEST_04988,1.39
TEST_04989,2.6
TEST_04990,0.87
TEST_04991,0.5
TEST_04992,3.85
TEST_04993,2.97
TEST_04994,1.16
TEST_04995,5.42
TEST_04996,2.22
TEST_04997,2.01
TEST_04998,2.23
TEST_04999,0.85
TEST_05000,1.61
TEST_05001,3.42
TEST_05002,1.66
TEST_05003,0.9
TEST_05004,0.35
TEST_05005,0.43
TEST_05006,1.5
TEST_05007,3.87
TEST_05008,1.97
TEST_05009,0.26
TEST_05010,3.79
TEST_05011,3.32
TEST_05012,1.5
TEST_05013,2.59
TEST_05014,1.68
TEST_05015,4.41
TEST_05016,4.14
TEST_05017,0.96
TEST_05018,1.32
TEST_05019,1.91
TEST_05020,3.59
TEST_05021,2.76
TEST_05022,0.33
TEST_05023,2.32
TEST_05024,0.62
TEST_05025,1.7
TEST_05026,0.62
TEST_05027,0.52
TEST_05028,9.49
TEST_05029,0.37
TEST_05030,1.24
TEST_05031,0.66
TEST_05032,2.26
TEST_05033,1.2
TEST_05034,1.35
TEST_05035,1.63
TEST_05036,2.82
TEST_05037,1.69
TEST_05038,4.55
TEST_05039,1.33
TEST_05040,1.01
TEST_05041,1.48
TEST_05042,2.04
TEST_05043,0.48
TEST_05044,1.44
TEST_05045,2.36
TEST_05046,1.08
TEST_05047,2.33
TEST_05048,3.39
TEST_05049,0.98
TEST_05050,0.99
TEST_05051,1.19
TEST_05052,3.19
TEST_05053,4.92
TEST_05054,0.89
TEST_05055,4.17
TEST_05056,0.79
TEST_05057,2.85
TEST_05058,1.42
TEST_05059,0.63
TEST_05060,1.26
TEST_05061,2.11
TEST_05062,2.64
TEST_05063,1.44
TEST_05064,1.02
TEST_05065,1.12
TEST_05066,0.94
TEST_05067,2.41
TEST_05068,1.74
TEST_05069,7.55
TEST_05070,1.04
TEST_05071,0.52
TEST_05072,5.44
TEST_05073,2.07
TEST_05074,3.02
TEST_05075,3.02
TEST_05076,4.13
TEST_05077,6.62
TEST_05078,1.73
TEST_05079,0.62
TEST_05080,2.61
TEST_05081,2.36
TEST_05082,1.1
TEST_05083,1.24
TEST_05084,1.02
TEST_05085,3.41
TEST_05086,4.27
TEST_05087,3.32
TEST_05088,3.29
TEST_05089,0.67
TEST_05090,1.53
TEST_05091,2.84
TEST_05092,0.26
TEST_05093,1.17
TEST_05094,6.26
TEST_05095,1.76
TEST_05096,2.96
TEST_05097,1.99
TEST_05098,0.8
TEST_05099,0.87
TEST_05100,3.74
TEST_05101,1.26
TEST_05102,0.29
TEST_05103,2.24
TEST_05104,1.8
TEST_05105,0.61
TEST_05106,2.51
TEST_05107,4.52
TEST_05108,1.91
TEST_05109,1.01
TEST_05110,0.82
TEST_05111,0.63
TEST_05112,1.95
TEST_05113,1.9
TEST_05114,1.78
TEST_05115,1.05
TEST_05116,0.51
TEST_05117,0.84
TEST_05118,2.12
TEST_05119,1.72
TEST_05120,2.04
TEST_05121,0.72
TEST_05122,10.59
TEST_05123,2.72
TEST_05124,2.49
TEST_05125,1.61
TEST_05126,2.93
TEST_05127,1.09
TEST_05128,0.67
TEST_05129,3.0
TEST_05130,0.86
TEST_05131,1.22
TEST_05132,5.16
TEST_05133,0.47
TEST_05134,1.47
TEST_05135,1.19
TEST_05136,1.67
TEST_05137,1.67
TEST_05138,2.48
TEST_05139,0.96
TEST_05140,0.8
TEST_05141,0.87
TEST_05142,2.62
TEST_05143,2.11
TEST_05144,6.37
TEST_05145,2.33
TEST_05146,2.81
TEST_05147,0.84
TEST_05148,1.22
TEST_05149,0.65
TEST_05150,1.58
TEST_05151,1.98
TEST_05152,1.17
TEST_05153,1.0
TEST_05154,0.69
TEST_05155,0.49
TEST_05156,0.98
TEST_05157,0.88
TEST_05158,0.67
TEST_05159,0.79
TEST_05160,0.8
TEST_05161,1.93
TEST_05162,1.21
TEST_05163,0.67
TEST_05164,2.26
TEST_05165,4.26
TEST_05166,4.19
TEST_05167,1.51
TEST_05168,2.74
TEST_05169,3.84
TEST_05170,1.12
TEST_05171,1.16
TEST_05172,2.45
TEST_05173,2.42
TEST_05174,1.09
TEST_05175,1.57
TEST_05176,5.38
TEST_05177,0.93
TEST_05178,3.99
TEST_05179,3.4
TEST_05180,3.0
TEST_05181,1.55
TEST_05182,0.52
TEST_05183,1.39
TEST_05184,2.89
TEST_05185,0.72
TEST_05186,1.14
TEST_05187,0.3
TEST_05188,0.52
TEST_05189,0.52
TEST_05190,1.45
TEST_05191,2.44
TEST_05192,3.42
TEST_05193,1.05
TEST_05194,3.58
TEST_05195,0.73
TEST_05196,1.13
TEST_05197,0.91
TEST_05198,2.32
TEST_05199,1.5
TEST_05200,0.77
TEST_05201,0.67
TEST_05202,2.71
TEST_05203,0.8
TEST_05204,0.58
TEST_05205,2.14
TEST_05206,2.01
TEST_05207,3.06
TEST_05208,2.4
TEST_05209,0.97
TEST_05210,3.59
TEST_05211,1.89
TEST_05212,1.79
TEST_05213,1.85
TEST_05214,4.38
TEST_05215,3.81
TEST_05216,2.19
TEST_05217,2.3
TEST_05218,2.1
TEST_05219,2.78
TEST_05220,2.18
TEST_05221,1.96
TEST_05222,4.49
TEST_05223,0.81
TEST_05224,1.1
TEST_05225,0.57
TEST_05226,2.12
TEST_05227,0.86
TEST_05228,2.52
TEST_05229,3.31
TEST_05230,0.49
TEST_05231,1.93
TEST_05232,1.64
TEST_05233,0.39
TEST_05234,8.35
TEST_05235,5.35
TEST_05236,2.49
TEST_05237,0.92
TEST_05238,2.56
TEST_05239,0.99
TEST_05240,2.62
TEST_05241,0.39
TEST_05242,0.41
TEST_05243,0.79
TEST_05244,0.55
TEST_05245,0.89
TEST_05246,2.3
TEST_05247,0.49
TEST_05248,1.94
TEST_05249,4.26
TEST_05250,1.75
TEST_05251,1.77
TEST_05252,2.0
TEST_05253,2.01
TEST_05254,3.04
TEST_05255,1.58
TEST_05256,1.2
TEST_05257,4.77
TEST_05258,2.07
TEST_05259,2.22
TEST_05260,1.99
TEST_05261,1.22
TEST_05262,0.98
TEST_05263,2.31
TEST_05264,1.75
TEST_05265,2.74
TEST_05266,2.47
TEST_05267,1.05
TEST_05268,0.69
TEST_05269,7.78
TEST_05270,1.15
TEST_05271,0.46
TEST_05272,3.75
TEST_05273,3.66
TEST_05274,1.92
TEST_05275,2.13
TEST_05276,3.99
TEST_05277,0.31
TEST_05278,0.52
TEST_05279,3.53
TEST_05280,2.52
TEST_05281,2.76
TEST_05282,1.32
TEST_05283,1.76
TEST_05284,1.77
TEST_05285,1.39
TEST_05286,1.48
TEST_05287,2.13
TEST_05288,2.56
TEST_05289,2.28
TEST_05290,1.01
TEST_05291,0.65
TEST_05292,1.28
TEST_05293,1.41
TEST_05294,0.42
TEST_05295,0.88
TEST_05296,2.91
TEST_05297,4.97
TEST_05298,0.49
TEST_05299,1.89
TEST_05300,1.45
TEST_05301,2.77
TEST_05302,0.89
TEST_05303,4.43
TEST_05304,2.67
TEST_05305,2.17
TEST_05306,4.72
TEST_05307,0.92
TEST_05308,6.06
TEST_05309,2.14
TEST_05310,3.08
TEST_05311,1.21
TEST_05312,1.46
TEST_05313,2.66
TEST_05314,0.54
TEST_05315,0.73
TEST_05316,2.9
TEST_05317,1.27
TEST_05318,4.54
TEST_05319,2.17
TEST_05320,0.92
TEST_05321,2.8
TEST_05322,1.24
TEST_05323,1.37
TEST_05324,1.15
TEST_05325,0.57
TEST_05326,0.41
TEST_05327,0.67
TEST_05328,1.24
TEST_05329,1.25
TEST_05330,1.65
TEST_05331,0.53
TEST_05332,4.04
TEST_05333,1.1
TEST_05334,0.68
TEST_05335,0.66
TEST_05336,5.77
TEST_05337,0.52
TEST_05338,5.17
TEST_05339,1.31
TEST_05340,1.19
TEST_05341,2.16
TEST_05342,3.24
TEST_05343,3.66
TEST_05344,2.19
TEST_05345,1.25
TEST_05346,1.47
TEST_05347,2.29
TEST_05348,1.42
TEST_05349,1.29
TEST_05350,1.44
TEST_05351,1.36
TEST_05352,2.11
TEST_05353,0.16
TEST_05354,1.29
TEST_05355,1.62
TEST_05356,0.78
TEST_05357,0.63
TEST_05358,0.73
TEST_05359,8.2
TEST_05360,1.64
TEST_05361,2.16
TEST_05362,1.75
TEST_05363,1.3
TEST_05364,0.48
TEST_05365,7.92
TEST_05366,0.64
TEST_05367,0.92
TEST_05368,1.66
TEST_05369,3.31
TEST_05370,0.79
TEST_05371,0.99
TEST_05372,2.18
TEST_05373,1.27
TEST_05374,3.86
TEST_05375,1.77
TEST_05376,1.89
TEST_05377,2.5
TEST_05378,1.39
TEST_05379,2.27
TEST_05380,7.39
TEST_05381,0.58
TEST_05382,1.26
TEST_05383,1.03
TEST_05384,3.23
TEST_05385,0.52
TEST_05386,5.05
TEST_05387,0.4
TEST_05388,0.3
TEST_05389,0.47
TEST_05390,1.17
TEST_05391,2.28
TEST_05392,0.45
TEST_05393,7.83
TEST_05394,1.29
TEST_05395,2.07
TEST_05396,1.04
TEST_05397,1.3
TEST_05398,2.82
TEST_05399,3.26
TEST_05400,1.24
TEST_05401,2.92
TEST_05402,0.29
TEST_05403,0.71
TEST_05404,2.52
TEST_05405,0.66
TEST_05406,0.74
TEST_05407,1.22
TEST_05408,0.34
TEST_05409,0.12
TEST_05410,0.65
TEST_05411,0.79
TEST_05412,0.93
TEST_05413,1.69
TEST_05414,1.34
TEST_05415,0.72
TEST_05416,1.91
TEST_05417,1.69
TEST_05418,1.3
TEST_05419,4.07
TEST_05420,2.17
TEST_05421,1.14
TEST_05422,1.83
TEST_05423,0.26
TEST_05424,1.34
TEST_05425,2.21
TEST_05426,1.23
TEST_05427,2.73
TEST_05428,0.77
TEST_05429,4.41
TEST_05430,0.68
TEST_05431,1.43
TEST_05432,1.95
TEST_05433,2.38
TEST_05434,3.24
TEST_05435,1.2
TEST_05436,0.95
TEST_05437,1.15
TEST_05438,0.91
TEST_05439,2.92
TEST_05440,1.04
TEST_05441,1.76
TEST_05442,0.17
TEST_05443,7.44
TEST_05444,1.47
TEST_05445,0.91
TEST_05446,2.09
TEST_05447,1.86
TEST_05448,1.0
TEST_05449,0.7
TEST_05450,1.58
TEST_05451,2.08
TEST_05452,3.06
TEST_05453,2.5
TEST_05454,1.72
TEST_05455,3.37
TEST_05456,1.99
TEST_05457,0.61
TEST_05458,0.24
TEST_05459,0.79
TEST_05460,3.05
TEST_05461,1.47
TEST_05462,0.93
TEST_05463,1.14
TEST_05464,1.52
TEST_05465,1.96
TEST_05466,1.89
TEST_05467,0.44
TEST_05468,1.29
TEST_05469,1.49
TEST_05470,2.21
TEST_05471,3.34
TEST_05472,4.27
TEST_05473,3.58
TEST_05474,1.3
TEST_05475,6.0
TEST_05476,3.29
TEST_05477,4.43
TEST_05478,0.96
TEST_05479,1.33
TEST_05480,4.94
TEST_05481,4.62
TEST_05482,2.21
TEST_05483,2.23
TEST_05484,3.1
TEST_05485,1.96
TEST_05486,1.24
TEST_05487,5.73
TEST_05488,0.56
TEST_05489,2.55
TEST_05490,1.2
TEST_05491,0.66
TEST_05492,2.49
TEST_05493,1.35
TEST_05494,3.02
TEST_05495,0.76
TEST_05496,1.37
TEST_05497,3.38
TEST_05498,2.41
TEST_05499,0.48
TEST_05500,0.77
TEST_05501,1.66
TEST_05502,1.1
TEST_05503,1.21
TEST_05504,1.5
TEST_05505,2.39
TEST_05506,4.02
TEST_05507,0.58
TEST_05508,1.65
TEST_05509,1.47
TEST_05510,1.44
TEST_05511,2.56
TEST_05512,3.61
TEST_05513,1.03
TEST_05514,2.9
TEST_05515,0.78
TEST_05516,0.92
TEST_05517,1.72
TEST_05518,2.69
TEST_05519,0.96
TEST_05520,1.82
TEST_05521,3.12
TEST_05522,0.39
TEST_05523,2.42
TEST_05524,3.12
TEST_05525,1.36
TEST_05526,0.94
TEST_05527,7.2
TEST_05528,4.64
TEST_05529,1.53
TEST_05530,2.72
TEST_05531,3.95
TEST_05532,0.98
TEST_05533,2.61
TEST_05534,1.23
TEST_05535,0.9
TEST_05536,3.26
TEST_05537,2.29
TEST_05538,0.51
TEST_05539,0.95
TEST_05540,1.4
TEST_05541,1.08
TEST_05542,1.04
TEST_05543,7.69
TEST_05544,6.09
TEST_05545,0.88
TEST_05546,0.77
TEST_05547,1.12
TEST_05548,3.08
TEST_05549,1.57
TEST_05550,2.57
TEST_05551,1.58
TEST_05552,0.68
TEST_05553,6.57
TEST_05554,0.72
TEST_05555,1.71
TEST_05556,0.92
TEST_05557,2.62
TEST_05558,1.49
TEST_05559,0.7
TEST_05560,0.73
TEST_05561,1.13
TEST_05562,2.43
TEST_05563,6.48
TEST_05564,2.29
TEST_05565,0.73
TEST_05566,1.65
TEST_05567,2.98
TEST_05568,0.51
TEST_05569,1.99
TEST_05570,0.89
TEST_05571,1.07
TEST_05572,0.97
TEST_05573,2.92
TEST_05574,0.87
TEST_05575,0.57
TEST_05576,2.25
TEST_05577,0.35
TEST_05578,1.86
TEST_05579,2.11
TEST_05580,2.17
TEST_05581,0.34
TEST_05582,0.64
TEST_05583,3.98
TEST_05584,2.54
TEST_05585,6.82
TEST_05586,3.05
TEST_05587,1.19
TEST_05588,0.53
TEST_05589,0.84
TEST_05590,0.63
TEST_05591,2.6
TEST_05592,1.6
TEST_05593,3.45
TEST_05594,1.69
TEST_05595,1.64
TEST_05596,2.61
TEST_05597,4.51
TEST_05598,2.56
TEST_05599,3.31
TEST_05600,0.97
TEST_05601,0.81
TEST_05602,1.2
TEST_05603,1.59
TEST_05604,0.62
TEST_05605,5.5
TEST_05606,1.44
TEST_05607,2.61
TEST_05608,0.7
TEST_05609,0.62
TEST_05610,0.31
TEST_05611,3.14
TEST_05612,2.22
TEST_05613,3.7
TEST_05614,1.04
TEST_05615,0.48
TEST_05616,2.93
TEST_05617,2.58
TEST_05618,2.56
TEST_05619,4.65
TEST_05620,1.7
TEST_05621,0.92
TEST_05622,3.92
TEST_05623,3.44
TEST_05624,1.89
TEST_05625,2.55
TEST_05626,1.82
TEST_05627,7.4
TEST_05628,0.37
TEST_05629,2.17
TEST_05630,0.92
TEST_05631,1.84
TEST_05632,2.95
TEST_05633,3.81
TEST_05634,3.7
TEST_05635,5.97
TEST_05636,2.51
TEST_05637,0.84
TEST_05638,0.49
TEST_05639,0.83
TEST_05640,5.22
TEST_05641,2.6
TEST_05642,3.65
TEST_05643,0.96
TEST_05644,1.18
TEST_05645,3.56
TEST_05646,3.33
TEST_05647,6.03
TEST_05648,1.0
TEST_05649,0.81
TEST_05650,1.48
TEST_05651,0.73
TEST_05652,0.61
TEST_05653,6.16
TEST_05654,0.2
TEST_05655,2.09
TEST_05656,4.76
TEST_05657,2.61
TEST_05658,4.65
TEST_05659,1.31
TEST_05660,0.98
TEST_05661,1.14
TEST_05662,1.22
TEST_05663,6.29
TEST_05664,4.17
TEST_05665,0.51
TEST_05666,0.78
TEST_05667,5.16
TEST_05668,0.3
TEST_05669,0.33
TEST_05670,0.64
TEST_05671,1.28
TEST_05672,8.41
TEST_05673,3.61
TEST_05674,8.87
TEST_05675,0.96
TEST_05676,0.63
TEST_05677,1.22
TEST_05678,0.72
TEST_05679,1.32
TEST_05680,1.72
TEST_05681,1.32
TEST_05682,0.8
TEST_05683,1.42
TEST_05684,0.9
TEST_05685,1.34
TEST_05686,0.35
TEST_05687,5.3
TEST_05688,3.45
TEST_05689,0.76
TEST_05690,2.35
TEST_05691,1.52
TEST_05692,1.37
TEST_05693,4.22
TEST_05694,1.43
TEST_05695,1.74
TEST_05696,0.82
TEST_05697,4.43
TEST_05698,1.07
TEST_05699,2.46
TEST_05700,2.02
TEST_05701,2.65
TEST_05702,2.04
TEST_05703,1.29
TEST_05704,0.89
TEST_05705,1.52
TEST_05706,2.01
TEST_05707,0.94
TEST_05708,2.3
TEST_05709,0.45
TEST_05710,3.86
TEST_05711,1.99
TEST_05712,2.54
TEST_05713,2.74
TEST_05714,3.78
TEST_05715,1.62
TEST_05716,2.89
TEST_05717,0.59
TEST_05718,1.32
TEST_05719,2.01
TEST_05720,1.52
TEST_05721,0.73
TEST_05722,0.75
TEST_05723,1.5
TEST_05724,1.73
TEST_05725,2.3
TEST_05726,1.78
TEST_05727,1.86
TEST_05728,0.56
TEST_05729,0.25
TEST_05730,0.52
TEST_05731,2.21
TEST_05732,0.52
TEST_05733,0.29
TEST_05734,1.65
TEST_05735,3.61
TEST_05736,1.02
TEST_05737,1.83
TEST_05738,1.19
TEST_05739,2.28
TEST_05740,1.86
TEST_05741,0.97
TEST_05742,0.5
TEST_05743,0.71
TEST_05744,1.25
TEST_05745,0.68
TEST_05746,3.51
TEST_05747,2.61
TEST_05748,3.1
TEST_05749,1.18
TEST_05750,0.95
TEST_05751,0.29
TEST_05752,1.14
TEST_05753,1.47
TEST_05754,2.64
TEST_05755,1.18
TEST_05756,1.58
TEST_05757,1.49
TEST_05758,4.07
TEST_05759,0.59
TEST_05760,1.0
TEST_05761,2.25
TEST_05762,4.18
TEST_05763,2.18
TEST_05764,2.94
TEST_05765,1.71
TEST_05766,2.22
TEST_05767,0.54
TEST_05768,3.24
TEST_05769,0.65
TEST_05770,1.37
TEST_05771,3.2
TEST_05772,0.54
TEST_05773,0.31
TEST_05774,1.43
TEST_05775,1.14
TEST_05776,5.43
TEST_05777,0.49
TEST_05778,0.23
TEST_05779,2.38
TEST_05780,0.95
TEST_05781,3.47
TEST_05782,0.7
TEST_05783,3.96
TEST_05784,3.81
TEST_05785,6.68
TEST_05786,0.87
TEST_05787,0.58
TEST_05788,2.08
TEST_05789,2.48
TEST_05790,1.21
TEST_05791,0.34
TEST_05792,0.86
TEST_05793,3.18
TEST_05794,3.8
TEST_05795,2.89
TEST_05796,3.7
TEST_05797,2.15
TEST_05798,1.54
TEST_05799,0.23
TEST_05800,0.68
TEST_05801,2.65
TEST_05802,2.28
TEST_05803,0.53
TEST_05804,1.61
TEST_05805,4.1
TEST_05806,4.37
TEST_05807,3.46
TEST_05808,0.83
TEST_05809,0.83
TEST_05810,0.45
TEST_05811,0.28
TEST_05812,2.07
TEST_05813,1.72
TEST_05814,0.71
TEST_05815,1.17
TEST_05816,1.49
TEST_05817,3.09
TEST_05818,1.08
TEST_05819,0.69
TEST_05820,4.42
TEST_05821,1.76
TEST_05822,1.51
TEST_05823,1.61
TEST_05824,4.73
TEST_05825,2.54
TEST_05826,3.54
TEST_05827,0.62
TEST_05828,1.73
TEST_05829,1.8
TEST_05830,0.95
TEST_05831,0.26
TEST_05832,0.46
TEST_05833,4.71
TEST_05834,1.43
TEST_05835,1.25
TEST_05836,7.35
TEST_05837,5.07
TEST_05838,2.97
TEST_05839,1.34
TEST_05840,3.07
TEST_05841,1.32
TEST_05842,2.79
TEST_05843,1.32
TEST_05844,3.65
TEST_05845,2.19
TEST_05846,1.6
TEST_05847,0.21
TEST_05848,1.33
TEST_05849,3.94
TEST_05850,0.32
TEST_05851,2.61
TEST_05852,0.91
TEST_05853,1.22
TEST_05854,3.5
TEST_05855,3.35
TEST_05856,2.49
TEST_05857,1.9
TEST_05858,2.24
TEST_05859,2.06
TEST_05860,3.63
TEST_05861,0.47
TEST_05862,0.78
TEST_05863,0.4
TEST_05864,2.72
TEST_05865,0.6
TEST_05866,6.56
TEST_05867,1.8
TEST_05868,1.32
TEST_05869,3.86
TEST_05870,1.79
TEST_05871,2.87
TEST_05872,0.49
TEST_05873,1.71
TEST_05874,2.47
TEST_05875,3.99
TEST_05876,1.53
TEST_05877,1.29
TEST_05878,1.17
TEST_05879,7.15
TEST_05880,3.7
TEST_05881,0.69
TEST_05882,7.26
TEST_05883,1.9
TEST_05884,3.4
TEST_05885,2.25
TEST_05886,2.37
TEST_05887,3.26
TEST_05888,2.44
TEST_05889,2.7
TEST_05890,1.1
TEST_05891,3.34
TEST_05892,1.61
TEST_05893,2.67
TEST_05894,2.71
TEST_05895,3.7
TEST_05896,0.86
TEST_05897,3.14
TEST_05898,1.15
TEST_05899,1.02
TEST_05900,3.47
TEST_05901,5.08
TEST_05902,0.92
TEST_05903,0.3
TEST_05904,1.03
TEST_05905,2.79
TEST_05906,7.44
TEST_05907,3.01
TEST_05908,2.78
TEST_05909,2.49
TEST_05910,0.83
TEST_05911,2.35
TEST_05912,0.25
TEST_05913,1.78
TEST_05914,1.81
TEST_05915,1.21
TEST_05916,2.02
TEST_05917,2.61
TEST_05918,2.99
TEST_05919,0.83
TEST_05920,1.07
TEST_05921,3.42
TEST_05922,1.83
TEST_05923,2.2
TEST_05924,1.06
TEST_05925,2.8
TEST_05926,1.36
TEST_05927,2.14
TEST_05928,2.55
TEST_05929,1.42
TEST_05930,1.16
TEST_05931,0.63
TEST_05932,0.74
TEST_05933,1.09
TEST_05934,2.09
TEST_05935,1.55
TEST_05936,0.6
TEST_05937,1.26
TEST_05938,2.46
TEST_05939,1.09
TEST_05940,0.35
TEST_05941,3.63
TEST_05942,2.98
TEST_05943,1.32
TEST_05944,3.19
TEST_05945,5.5
TEST_05946,1.76
TEST_05947,5.27
TEST_05948,3.43
TEST_05949,2.11
TEST_05950,2.63
TEST_05951,0.48
TEST_05952,2.16
TEST_05953,2.64
TEST_05954,2.19
TEST_05955,1.18
TEST_05956,2.85
TEST_05957,1.86
TEST_05958,1.45
TEST_05959,1.88
TEST_05960,4.23
TEST_05961,2.89
TEST_05962,2.34
TEST_05963,4.56
TEST_05964,0.34
TEST_05965,7.46
TEST_05966,1.04
TEST_05967,5.02
TEST_05968,1.17
TEST_05969,1.45
TEST_05970,1.59
TEST_05971,1.79
TEST_05972,0.41
TEST_05973,1.48
TEST_05974,2.78
TEST_05975,3.07
TEST_05976,1.56
TEST_05977,0.82
TEST_05978,0.97
TEST_05979,1.95
TEST_05980,2.63
TEST_05981,0.83
TEST_05982,0.5
TEST_05983,0.75
TEST_05984,0.63
TEST_05985,5.43
TEST_05986,1.97
TEST_05987,1.18
TEST_05988,0.67
TEST_05989,1.2
TEST_05990,0.84
TEST_05991,1.05
TEST_05992,1.18
TEST_05993,1.77
TEST_05994,0.89
TEST_05995,1.22
TEST_05996,1.24
TEST_05997,3.12
TEST_05998,1.19
TEST_05999,0.54
TEST_06000,0.7
TEST_06001,3.09
TEST_06002,1.57
TEST_06003,4.45
TEST_06004,3.07
TEST_06005,1.93
TEST_06006,0.81
TEST_06007,1.11
TEST_06008,0.63
TEST_06009,1.89
TEST_06010,0.38
TEST_06011,0.33
TEST_06012,0.58
TEST_06013,0.7
TEST_06014,4.22
TEST_06015,0.65
TEST_06016,0.24
TEST_06017,8.89
TEST_06018,1.14
TEST_06019,0.32
TEST_06020,2.66
TEST_06021,2.61
TEST_06022,2.75
TEST_06023,2.49
TEST_06024,2.02
TEST_06025,0.84
TEST_06026,1.6
TEST_06027,0.61
TEST_06028,2.75
TEST_06029,0.21
TEST_06030,2.1
TEST_06031,4.73
TEST_06032,1.3
TEST_06033,1.84
TEST_06034,1.42
TEST_06035,2.82
TEST_06036,3.08
TEST_06037,1.76
TEST_06038,3.66
TEST_06039,0.7
TEST_06040,4.49
TEST_06041,2.27
TEST_06042,0.22
TEST_06043,0.57
TEST_06044,0.98
TEST_06045,4.13
TEST_06046,1.94
TEST_06047,2.21
TEST_06048,4.64
TEST_06049,0.82
TEST_06050,1.57
TEST_06051,5.7
TEST_06052,2.95
TEST_06053,2.43
TEST_06054,0.55
TEST_06055,1.93
TEST_06056,3.77
TEST_06057,1.58
TEST_06058,1.06
TEST_06059,2.89
TEST_06060,2.0
TEST_06061,4.1
TEST_06062,2.41
TEST_06063,2.27
TEST_06064,2.57
TEST_06065,4.02
TEST_06066,0.46
TEST_06067,1.95
TEST_06068,0.54
TEST_06069,0.93
TEST_06070,5.02
TEST_06071,0.41
TEST_06072,5.32
TEST_06073,2.6
TEST_06074,1.85
TEST_06075,2.99
TEST_06076,1.68
TEST_06077,1.73
TEST_06078,1.85
TEST_06079,3.59
TEST_06080,1.47
TEST_06081,3.01
TEST_06082,0.57
TEST_06083,0.71
TEST_06084,1.74
TEST_06085,2.2
TEST_06086,0.94
TEST_06087,4.55
TEST_06088,1.73
